person_age,person_gender,person_income,person_emp_exp,loan_amnt,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,credit_score,previous_loan_defaults_on_file,loan_status,person_education_Bachelor,person_education_Doctorate,person_education_High School,person_education_Master,person_home_ownership_OTHER,person_home_ownership_OWN,person_home_ownership_RENT,loan_intent_EDUCATION,loan_intent_HOMEIMPROVEMENT,loan_intent_MEDICAL,loan_intent_PERSONAL,loan_intent_VENTURE
22.0,0,61073.0,2,10000.0,11.01,0.16,3.0,568,1,0,0,0,1,0,0,0,0,0,0,0,0,1
24.0,0,69152.0,0,8000.0,5.42,0.12,4.0,650,1,0,1,0,0,0,0,0,0,0,1,0,0,0
22.0,1,37024.0,0,5000.0,11.49,0.14,4.0,689,1,0,1,0,0,0,0,0,1,0,0,0,1,0
24.0,1,63284.0,2,15000.0,10.0,0.24,4.0,712,0,0,1,0,0,0,0,0,0,0,0,0,0,1
26.0,1,107633.0,1,8000.0,10.99,0.07,3.0,542,1,0,0,0,0,0,0,0,0,0,1,0,0,0
22.0,0,58451.0,2,16500.0,8.9,0.28,3.0,632,0,1,1,0,0,0,0,0,1,0,0,0,0,0
22.0,1,93314.0,0,21000.0,11.48,0.23,3.0,503,1,0,0,0,1,0,0,0,0,1,0,0,0,0
25.0,1,84618.0,7,15000.0,14.42,0.18,2.0,634,1,0,1,0,0,0,0,0,1,0,0,0,0,1
24.0,1,118578.0,4,16000.0,16.32,0.13,4.0,672,0,1,0,0,0,0,0,0,1,0,0,0,0,1
23.0,0,66927.0,3,8000.0,7.49,0.12,2.0,625,0,0,0,0,1,0,0,0,0,0,0,0,0,1
23.0,1,44385.0,4,15000.0,10.25,0.34,3.0,735,0,1,0,0,0,0,0,0,1,0,0,0,0,1
24.0,1,76600.0,0,16800.0,15.65,0.22,4.0,684,0,1,1,0,0,0,0,0,1,0,0,1,0,0
24.0,0,87214.0,0,5000.0,6.03,0.06,4.0,587,1,0,1,0,0,0,0,0,0,0,0,0,1,0
24.0,1,57558.0,3,12000.0,12.21,0.21,3.0,553,1,0,1,0,0,0,0,0,0,0,0,1,0,0
24.0,0,61036.0,0,3000.0,13.47,0.05,3.0,709,0,0,0,0,0,1,0,0,0,0,0,0,0,0
25.0,0,33600.0,3,5000.0,7.9,0.15,3.0,543,0,1,0,0,1,0,0,0,1,1,0,0,0,0
23.0,1,87319.0,0,10000.0,13.85,0.11,3.0,646,0,0,0,0,1,0,0,0,1,0,0,0,0,0
22.0,1,69969.0,0,21000.0,11.48,0.3,3.0,645,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24.0,1,30933.0,3,4000.0,9.45,0.13,2.0,645,1,0,1,0,0,0,0,0,1,1,0,0,0,0
23.0,1,65714.0,4,20000.0,11.83,0.3,2.0,615,0,1,0,0,1,0,0,0,1,0,0,0,0,1
25.0,0,47305.0,1,2200.0,12.69,0.05,3.0,641,1,0,0,0,0,0,0,0,1,0,0,1,0,0
25.0,1,87256.0,6,25000.0,11.89,0.29,2.0,619,1,0,0,0,0,1,0,0,0,0,0,1,0,0
22.0,1,82517.0,1,6400.0,7.14,0.08,3.0,686,0,0,1,0,0,0,0,0,0,1,0,0,0,0
23.0,0,15016.0,0,2100.0,8.94,0.14,2.0,622,0,1,0,0,0,1,0,0,1,1,0,0,0,0
24.0,0,139117.0,0,3000.0,14.27,0.02,2.0,562,1,0,0,0,1,0,0,0,1,0,0,0,0,0
23.0,0,72088.0,0,17000.0,10.25,0.24,4.0,689,0,0,0,0,1,0,0,0,1,0,0,0,0,1
23.0,0,73263.0,2,25000.0,10.25,0.34,2.0,693,0,1,1,0,0,0,0,0,1,0,0,0,0,0
22.0,0,58217.0,0,13000.0,7.88,0.22,2.0,653,0,1,0,0,0,0,0,0,1,0,0,1,0,0
22.0,0,48914.0,1,11000.0,5.79,0.22,2.0,686,1,0,0,0,0,1,0,0,1,0,0,0,0,1
24.0,0,10482.0,3,1000.0,11.36,0.1,4.0,606,1,0,0,0,0,0,0,0,1,1,0,0,0,0
22.0,0,66854.0,2,2500.0,14.35,0.04,4.0,696,0,0,0,0,0,0,0,0,1,1,0,0,0,0
24.0,0,20999.0,1,3900.0,11.01,0.19,2.0,453,0,1,0,0,1,0,0,0,0,1,0,0,0,0
26.0,0,64565.0,6,8000.0,11.01,0.12,3.0,615,1,0,0,0,0,0,0,0,0,1,0,0,0,0
23.0,0,48783.0,2,6000.0,14.79,0.12,3.0,571,1,0,0,0,1,0,0,0,0,0,0,0,0,0
22.0,0,65529.0,0,7000.0,10.65,0.11,2.0,633,0,0,0,0,1,0,0,0,0,0,0,1,0,0
21.0,0,78910.0,0,10000.0,6.03,0.13,3.0,640,0,0,0,0,0,0,0,0,0,1,0,0,0,0
24.0,0,96782.0,0,20000.0,13.06,0.21,3.0,628,1,0,0,0,0,1,0,0,1,0,0,0,0,1
26.0,0,72644.0,4,12000.0,10.65,0.17,2.0,660,0,0,0,0,0,0,0,0,0,0,1,0,0,0
24.0,0,29600.0,1,7000.0,15.62,0.24,4.0,660,0,1,1,0,0,0,0,0,1,0,0,0,0,1
22.0,0,111152.0,0,16800.0,15.62,0.15,4.0,629,0,1,1,0,0,0,0,0,0,0,0,1,0,0
24.0,0,146309.0,1,20000.0,8.9,0.14,4.0,684,1,0,1,0,0,0,0,0,1,0,0,0,1,0
24.0,1,60951.0,1,10000.0,11.12,0.16,2.0,676,0,0,0,0,0,0,0,1,0,0,0,0,0,1
24.0,0,174844.0,4,7000.0,10.99,0.04,2.0,648,1,0,0,0,0,1,0,0,0,0,0,0,1,0
21.0,0,10553.0,3,1200.0,15.23,0.11,2.0,651,1,0,1,0,0,0,0,0,1,0,0,1,0,0
23.0,1,42805.0,0,5000.0,12.98,0.12,2.0,585,0,1,0,0,1,0,0,0,0,0,0,1,0,0
26.0,0,67053.0,5,10000.0,7.51,0.15,2.0,718,0,1,0,0,0,1,0,0,0,0,0,0,1,0
26.0,0,100300.0,0,5450.0,7.9,0.05,3.0,605,1,0,0,0,0,1,0,0,1,0,0,0,0,1
25.0,0,62198.0,0,16750.0,16.4,0.27,3.0,650,1,0,0,0,1,0,0,0,0,1,0,0,0,0
22.0,0,102624.0,0,6000.0,11.01,0.06,4.0,678,1,0,1,0,0,0,0,0,0,0,0,0,0,1
26.0,0,108156.0,3,5000.0,11.83,0.05,4.0,527,1,0,0,0,1,0,0,1,0,0,0,0,1,0
25.0,0,131731.0,4,14000.0,9.63,0.11,2.0,620,1,0,0,0,0,1,0,0,0,0,0,0,0,0
23.0,0,116421.0,3,7300.0,8.49,0.06,4.0,696,0,0,1,0,0,0,0,0,1,1,0,0,0,0
26.0,0,73068.0,3,30000.0,14.27,0.41,3.0,668,0,0,0,0,0,1,0,0,0,0,0,0,1,0
26.0,0,84780.0,1,8000.0,14.84,0.09,3.0,691,0,0,1,0,0,0,0,0,0,0,1,0,0,0
22.0,0,43508.0,2,8000.0,9.2,0.18,4.0,635,1,0,0,0,0,0,0,0,1,0,0,0,0,0
25.0,1,87577.0,3,10000.0,10.37,0.11,4.0,697,0,0,1,0,0,0,0,0,1,0,0,1,0,0
21.0,0,38108.0,0,6000.0,16.89,0.16,4.0,574,0,1,0,0,1,0,0,0,1,1,0,0,0,0
24.0,1,79090.0,0,6400.0,9.99,0.08,3.0,700,1,0,0,0,0,1,0,0,1,0,0,1,0,0
26.0,1,63307.0,5,14000.0,10.37,0.22,2.0,599,0,1,0,0,1,0,0,0,1,1,0,0,0,0
23.0,0,85507.0,4,14000.0,17.51,0.16,2.0,657,0,1,1,0,0,0,0,0,1,0,0,1,0,0
26.0,0,76592.0,5,3500.0,7.68,0.05,4.0,635,0,0,1,0,0,0,0,0,0,0,1,0,0,0
22.0,0,87086.0,0,5000.0,11.01,0.06,3.0,678,1,0,0,0,0,1,0,0,0,1,0,0,0,0
24.0,0,90514.0,5,7000.0,7.66,0.08,3.0,669,0,0,0,0,0,1,0,0,0,0,0,0,1,0
21.0,0,123464.0,0,10000.0,11.01,0.08,3.0,655,1,0,0,0,0,0,0,0,1,0,0,0,0,1
25.0,0,103899.0,0,15000.0,12.53,0.14,4.0,660,0,0,1,0,0,0,0,0,1,0,0,0,1,0
25.0,1,51696.0,1,1925.0,6.17,0.04,2.0,572,1,0,0,0,1,0,0,0,1,0,0,0,0,1
23.0,0,70586.0,5,8000.0,13.61,0.11,4.0,673,1,0,1,0,0,0,0,0,0,0,0,0,0,1
25.0,0,99134.0,7,9200.0,6.03,0.09,3.0,641,1,0,0,0,1,0,0,0,1,0,0,0,1,0
22.0,1,36719.0,0,6300.0,13.22,0.17,3.0,636,0,0,0,0,1,0,0,0,1,1,0,0,0,0
26.0,0,141608.0,3,14400.0,11.01,0.1,4.0,665,0,0,0,0,0,1,0,0,0,0,0,0,0,1
26.0,0,111442.0,2,10000.0,11.01,0.09,3.0,605,1,0,0,0,1,0,0,0,0,0,0,0,0,1
24.0,0,35293.0,1,8875.0,11.01,0.25,4.0,598,0,1,0,0,1,0,0,0,1,0,0,1,0,0
21.0,0,40543.0,0,12000.0,11.48,0.3,4.0,666,1,0,0,0,0,0,0,1,0,0,0,0,0,1
25.0,1,65772.0,2,7000.0,15.62,0.11,3.0,691,0,1,1,0,0,0,0,0,1,0,0,0,0,0
25.0,1,36721.0,4,10000.0,14.61,0.27,3.0,578,1,0,0,0,1,0,0,1,0,1,0,0,0,0
22.0,1,35550.0,0,2000.0,8.59,0.06,4.0,637,1,0,0,0,0,0,0,0,0,0,0,1,0,0
23.0,1,41762.0,5,9500.0,11.01,0.23,4.0,584,0,1,1,0,0,0,0,0,1,0,0,0,1,0
22.0,1,42303.0,1,1200.0,19.29,0.03,2.0,661,0,1,0,0,0,0,0,0,1,0,1,0,0,0
25.0,0,89805.0,6,20000.0,15.95,0.22,3.0,656,0,1,0,0,1,0,0,0,1,0,0,0,0,1
25.0,0,70177.0,2,12275.0,11.01,0.17,3.0,663,1,0,1,0,0,0,0,0,0,0,1,0,0,0
25.0,1,145204.0,0,10000.0,11.01,0.07,2.0,673,1,0,0,0,0,1,0,0,0,1,0,0,0,0
25.0,1,44357.0,1,15000.0,11.01,0.34,3.0,582,0,1,0,0,0,0,0,0,1,0,0,0,1,0
24.0,0,90129.0,3,3500.0,7.29,0.04,3.0,645,1,0,0,0,1,0,0,0,1,0,0,1,0,0
24.0,0,114941.0,0,14000.0,11.01,0.12,4.0,632,1,0,0,0,1,0,0,0,1,0,0,0,0,1
23.0,0,85260.0,0,3500.0,5.42,0.04,2.0,591,1,0,0,0,0,1,0,0,1,0,0,0,0,1
23.0,0,44071.0,0,6500.0,17.49,0.15,4.0,659,0,1,0,0,0,1,0,0,1,0,0,1,0,0
22.0,0,37160.0,1,3600.0,10.99,0.1,4.0,637,1,0,0,0,0,0,0,0,1,0,0,0,0,1
22.0,1,22628.0,2,5400.0,15.31,0.24,4.0,678,0,1,1,0,0,0,0,1,0,1,0,0,0,0
21.0,0,15134.0,0,1600.0,10.59,0.11,2.0,550,1,0,0,0,0,0,0,0,1,0,0,0,0,1
25.0,1,63540.0,6,16000.0,13.98,0.25,4.0,633,0,1,1,0,0,0,0,0,1,0,0,0,0,1
25.0,1,58706.0,1,1400.0,14.79,0.02,3.0,673,0,0,1,0,0,0,0,0,0,0,0,0,0,0
25.0,0,108101.0,3,14000.0,7.49,0.13,2.0,645,1,0,0,0,0,0,0,0,0,0,0,1,0,0
24.0,1,180947.0,3,5000.0,11.01,0.03,2.0,639,1,0,1,0,0,0,0,0,1,0,0,0,1,0
24.0,0,122328.0,2,24250.0,12.53,0.2,3.0,654,0,0,0,0,1,0,0,1,0,0,0,0,0,1
22.0,1,76707.0,0,5000.0,7.74,0.07,4.0,625,0,0,0,0,1,0,0,0,1,0,0,0,0,1
25.0,1,97020.0,3,10000.0,9.62,0.1,4.0,621,1,0,0,0,0,0,0,0,1,0,1,0,0,0
23.0,0,56268.0,3,12800.0,19.41,0.23,2.0,602,0,1,0,0,0,0,0,0,1,0,0,0,1,0
23.0,1,52381.0,0,6000.0,12.84,0.11,3.0,692,1,0,0,0,1,0,0,0,1,0,0,1,0,0
24.0,0,60910.0,0,12500.0,9.32,0.21,3.0,663,1,0,0,0,1,0,0,0,0,1,0,0,0,0
22.0,1,110511.0,0,12000.0,11.83,0.11,2.0,645,0,0,0,0,1,0,0,0,0,0,0,1,0,0
22.0,0,84576.0,0,1350.0,12.68,0.02,3.0,591,0,0,0,0,1,0,0,0,1,0,0,0,0,0
22.0,1,25101.0,0,4000.0,9.45,0.16,3.0,715,1,0,1,0,0,0,0,0,1,0,0,0,1,0
26.0,1,18378.0,0,2000.0,17.49,0.11,3.0,684,0,1,1,0,0,0,0,0,1,0,0,0,0,0
22.0,0,99229.0,0,10750.0,9.25,0.11,3.0,623,1,0,0,0,1,0,0,0,0,1,0,0,0,0
24.0,1,112528.0,0,2100.0,9.91,0.02,2.0,646,0,1,0,0,1,0,0,0,1,0,1,0,0,0
23.0,0,90730.0,0,10000.0,11.86,0.11,2.0,631,1,0,0,0,0,1,0,0,1,0,0,0,1,0
25.0,1,68131.0,2,6000.0,10.74,0.09,2.0,618,1,0,0,0,1,0,0,0,1,0,0,0,1,0
24.0,1,64432.0,1,8000.0,12.87,0.12,4.0,631,1,0,0,0,1,0,0,0,1,0,0,0,0,0
24.0,0,53912.0,3,22800.0,17.27,0.42,3.0,606,0,1,0,0,1,0,0,0,0,0,0,0,0,0
25.0,1,76193.0,3,15000.0,17.58,0.2,3.0,576,1,0,0,0,1,0,0,1,0,0,0,0,0,0
25.0,0,70383.0,4,6000.0,11.28,0.09,3.0,678,0,1,0,0,0,1,0,0,1,1,0,0,0,0
22.0,0,86794.0,0,6400.0,13.11,0.07,4.0,514,1,0,0,0,1,0,0,0,1,1,0,0,0,0
22.0,1,51403.0,0,6600.0,16.89,0.13,3.0,632,0,1,0,0,1,0,0,0,1,0,0,0,1,0
22.0,1,61281.0,0,11000.0,11.01,0.18,3.0,664,0,0,0,0,0,1,0,0,1,1,0,0,0,0
23.0,1,44118.0,0,5500.0,5.42,0.12,3.0,527,1,0,1,0,0,0,0,1,0,0,0,0,0,1
25.0,0,94604.0,2,25000.0,9.64,0.26,4.0,615,0,0,1,0,0,0,0,0,0,0,1,0,0,0
21.0,0,53924.0,0,10000.0,14.74,0.19,3.0,643,1,0,0,0,0,0,0,0,1,0,0,0,0,1
23.0,0,77928.0,1,12000.0,13.16,0.15,4.0,540,1,0,0,0,1,0,0,0,1,0,0,1,0,0
23.0,0,120936.0,0,10000.0,12.87,0.08,4.0,518,1,0,1,0,0,0,0,0,0,1,0,0,0,0
23.0,0,70835.0,3,7200.0,11.97,0.1,2.0,633,0,1,0,0,1,0,0,0,0,0,0,1,0,0
26.0,0,65719.0,3,6600.0,11.97,0.1,3.0,633,0,0,1,0,0,0,0,0,1,0,0,0,1,0
22.0,0,52105.0,3,5000.0,12.98,0.1,4.0,572,1,0,1,0,0,0,0,0,1,1,0,0,0,0
23.0,0,81255.0,3,25000.0,7.9,0.31,3.0,647,0,1,1,0,0,0,0,0,1,1,0,0,0,0
24.0,0,49383.0,1,4000.0,7.14,0.08,2.0,616,0,0,1,0,0,0,0,0,0,0,0,1,0,0
24.0,1,29814.0,2,3500.0,15.65,0.12,4.0,680,0,1,1,0,0,0,0,0,1,1,0,0,0,0
22.0,0,49646.0,0,6000.0,11.36,0.12,4.0,674,0,1,1,0,0,0,0,0,1,1,0,0,0,0
23.0,0,77922.0,0,12000.0,15.62,0.15,4.0,647,0,1,0,0,1,0,0,0,0,0,0,0,0,0
25.0,0,147229.0,3,10000.0,13.57,0.07,4.0,660,1,0,1,0,0,0,0,0,0,0,0,0,0,0
22.0,0,72093.0,2,12000.0,11.01,0.17,4.0,601,0,1,0,0,0,0,1,0,0,0,1,0,0,0
26.0,1,151928.0,4,7500.0,13.92,0.05,2.0,650,1,0,0,0,0,1,0,0,0,0,0,0,0,0
25.0,0,78809.0,1,7000.0,11.66,0.09,3.0,615,1,0,0,0,0,1,0,1,0,0,1,0,0,0
25.0,0,94543.0,0,14000.0,10.99,0.15,2.0,594,0,0,0,0,0,1,0,0,1,1,0,0,0,0
21.0,0,44325.0,0,5000.0,12.99,0.11,4.0,539,1,0,1,0,0,0,0,0,1,0,0,0,0,0
25.0,0,91801.0,1,15000.0,12.68,0.16,3.0,629,1,0,0,0,0,0,0,0,0,0,0,1,0,0
22.0,0,220715.0,0,1000.0,11.01,0.0,2.0,577,0,0,0,0,1,0,0,0,0,1,0,0,0,0
22.0,0,43378.0,0,8000.0,5.79,0.18,3.0,687,0,0,0,0,0,1,0,0,0,0,0,0,0,0
25.0,0,69368.0,3,9600.0,14.46,0.14,3.0,589,0,1,1,0,0,0,0,0,1,0,0,1,0,0
23.0,0,144743.0,0,25000.0,9.99,0.17,2.0,533,1,0,0,0,1,0,0,0,1,0,0,0,0,0
22.0,0,66070.0,2,3500.0,6.39,0.05,4.0,674,0,0,1,0,0,0,0,0,0,0,0,0,1,0
23.0,0,14182.0,0,1400.0,9.32,0.1,4.0,660,1,0,0,0,0,1,0,1,0,0,0,0,0,1
23.0,1,126935.0,1,7200.0,11.71,0.06,2.0,548,1,0,0,0,1,0,0,0,1,0,0,1,0,0
26.0,0,103037.0,3,8000.0,11.01,0.08,4.0,672,0,0,1,0,0,0,0,0,0,0,0,1,0,0
24.0,0,102989.0,3,4400.0,7.4,0.04,3.0,596,1,0,0,0,0,1,0,0,0,0,0,0,1,0
22.0,1,33597.0,0,2925.0,10.71,0.09,3.0,694,0,0,1,0,0,0,0,0,1,0,0,0,0,0
22.0,0,36742.0,0,3000.0,10.36,0.08,2.0,668,0,0,0,0,1,0,0,1,0,0,0,0,0,1
25.0,1,57436.0,4,21250.0,10.99,0.37,2.0,549,0,1,1,0,0,0,0,0,1,1,0,0,0,0
24.0,0,58552.0,5,6000.0,12.53,0.1,3.0,621,1,0,0,0,0,0,0,0,1,0,0,1,0,0
25.0,1,127207.0,2,4800.0,15.23,0.04,2.0,590,1,0,0,0,0,0,0,0,0,0,1,0,0,0
23.0,1,47052.0,1,3600.0,13.61,0.08,3.0,565,1,0,0,0,0,1,0,0,1,0,0,0,0,0
22.0,0,30300.0,0,2000.0,11.36,0.07,3.0,673,0,0,0,0,1,0,0,0,1,1,0,0,0,0
26.0,1,57514.0,4,12725.0,12.42,0.22,3.0,688,1,0,1,0,0,0,0,0,0,0,0,0,0,0
24.0,0,49050.0,4,3000.0,17.27,0.06,2.0,618,0,1,1,0,0,0,0,0,1,0,0,0,1,0
22.0,0,72913.0,2,12000.0,10.0,0.16,3.0,563,1,0,0,0,0,0,0,0,0,1,0,0,0,0
25.0,1,46341.0,5,10000.0,7.49,0.22,2.0,697,1,0,0,0,0,1,0,0,1,1,0,0,0,0
24.0,1,72145.0,0,10000.0,5.99,0.14,4.0,609,1,0,0,0,0,0,0,0,1,0,0,0,1,0
24.0,0,114781.0,1,4000.0,7.9,0.03,4.0,642,0,0,0,0,1,0,0,0,1,0,0,1,0,0
23.0,0,75412.0,2,10000.0,14.27,0.13,2.0,602,1,0,0,0,0,1,0,0,1,1,0,0,0,0
22.0,1,23687.0,0,3200.0,15.28,0.14,2.0,618,0,1,0,0,0,0,0,0,1,0,0,0,1,0
22.0,1,60983.0,0,3600.0,11.01,0.06,3.0,545,1,0,0,0,0,0,0,1,0,1,0,0,0,0
26.0,0,39787.0,1,3250.0,6.99,0.08,2.0,597,1,0,1,0,0,0,0,0,0,0,1,0,0,0
23.0,0,46759.0,1,12000.0,11.71,0.26,4.0,687,0,1,1,0,0,0,0,0,1,0,0,0,1,0
22.0,1,58468.0,0,7500.0,17.04,0.13,2.0,634,0,0,0,0,0,1,0,0,1,0,0,0,0,1
21.0,1,33381.0,0,5000.0,11.01,0.15,3.0,528,0,0,0,0,1,0,0,0,1,1,0,0,0,0
26.0,0,15419.0,4,6100.0,7.51,0.4,4.0,631,0,1,0,0,0,1,0,1,0,0,1,0,0,0
25.0,0,141433.0,4,8400.0,7.29,0.06,3.0,526,1,0,0,0,1,0,0,0,0,1,0,0,0,0
22.0,1,15436.0,2,1000.0,13.57,0.06,2.0,698,0,1,1,0,0,0,0,0,1,1,0,0,0,0
23.0,0,103058.0,3,5000.0,11.58,0.05,3.0,600,1,0,0,0,1,0,0,0,1,1,0,0,0,0
22.0,0,38532.0,0,12000.0,10.39,0.31,2.0,642,0,1,1,0,0,0,0,0,1,1,0,0,0,0
22.0,1,83510.0,0,10000.0,15.62,0.12,3.0,654,0,1,0,0,0,1,0,0,0,0,0,0,0,0
23.0,1,49151.0,0,15000.0,11.71,0.31,3.0,667,0,1,1,0,0,0,0,0,1,1,0,0,0,0
25.0,1,43906.0,0,10000.0,11.11,0.23,3.0,647,1,0,0,0,0,0,0,0,1,0,0,1,0,0
26.0,1,65832.0,2,10000.0,7.9,0.15,3.0,632,0,0,0,0,1,0,0,0,1,0,0,0,0,1
23.0,1,52687.0,0,3000.0,8.49,0.06,3.0,568,0,0,0,0,0,0,0,0,1,0,0,0,0,0
24.0,1,43065.0,6,7000.0,16.29,0.16,4.0,681,0,0,0,0,0,1,0,1,0,0,0,1,0,0
23.0,1,138971.0,2,35000.0,7.9,0.25,4.0,571,1,0,0,0,1,0,0,0,1,1,0,0,0,0
23.0,0,66513.0,2,20000.0,12.53,0.3,3.0,630,0,1,1,0,0,0,0,0,1,0,0,0,0,1
23.0,0,30165.0,0,12250.0,13.16,0.41,3.0,686,0,1,1,0,0,0,0,0,1,1,0,0,0,0
25.0,1,116471.0,4,5000.0,11.83,0.04,4.0,668,1,0,0,0,1,0,0,0,0,0,0,1,0,0
26.0,0,101838.0,4,9000.0,6.62,0.09,3.0,713,1,0,0,0,0,0,0,0,0,0,0,0,1,0
23.0,1,66428.0,0,19000.0,11.14,0.29,4.0,673,0,1,1,0,0,0,0,0,1,1,0,0,0,0
23.0,0,25525.0,2,5500.0,11.01,0.22,2.0,558,1,0,0,0,1,0,0,0,1,1,0,0,0,0
24.0,1,166610.0,3,5000.0,13.23,0.03,4.0,678,0,1,1,0,0,0,0,0,1,0,0,0,1,0
23.0,0,47997.0,0,12000.0,10.99,0.25,2.0,543,0,1,0,0,0,0,0,0,1,0,0,0,1,0
25.0,0,83862.0,0,25000.0,6.99,0.3,4.0,666,1,0,0,0,0,1,0,0,0,0,0,0,0,1
25.0,1,36763.0,3,12000.0,5.99,0.33,4.0,655,0,1,1,0,0,0,0,0,0,0,1,0,0,0
22.0,0,85073.0,0,13750.0,10.75,0.16,3.0,657,1,0,0,0,1,0,0,0,0,0,0,0,0,1
22.0,1,36619.0,0,8000.0,14.42,0.22,3.0,540,0,1,0,0,1,0,0,0,1,0,0,1,0,0
26.0,0,109186.0,3,13000.0,10.59,0.12,3.0,608,0,0,0,0,1,0,0,0,0,0,0,0,1,0
25.0,0,66959.0,0,10000.0,8.94,0.15,4.0,606,1,0,1,0,0,0,0,0,0,0,1,0,0,0
23.0,1,72978.0,0,15000.0,7.9,0.21,3.0,650,0,0,0,0,0,1,0,0,0,0,0,0,0,0
24.0,0,67218.0,1,4000.0,11.26,0.06,3.0,585,0,0,0,0,1,0,0,0,1,0,0,0,0,0
23.0,0,59480.0,4,4800.0,11.36,0.08,4.0,577,0,0,0,0,0,0,0,0,1,1,0,0,0,0
26.0,0,87422.0,2,16000.0,10.59,0.18,4.0,611,0,0,0,0,1,0,0,0,0,0,0,1,0,0
24.0,0,87990.0,0,25000.0,10.74,0.28,3.0,521,1,0,0,0,0,0,0,0,0,1,0,0,0,0
26.0,0,25164.0,4,3600.0,11.01,0.14,4.0,691,0,0,0,0,0,1,0,0,0,0,1,0,0,0
23.0,1,84878.0,0,6000.0,7.49,0.07,3.0,666,1,0,1,0,0,0,0,0,1,1,0,0,0,0
23.0,1,71759.0,2,9000.0,8.49,0.13,4.0,625,1,0,0,0,0,0,0,0,0,1,0,0,0,0
24.0,1,75928.0,0,10625.0,8.49,0.14,2.0,621,1,0,0,0,1,0,0,0,1,0,0,0,1,0
25.0,0,30027.0,4,6000.0,5.42,0.2,4.0,675,0,0,0,0,1,0,0,1,0,0,1,0,0,0
23.0,0,217060.0,0,5000.0,9.33,0.02,2.0,604,0,0,0,0,0,0,0,0,0,0,0,0,0,1
26.0,1,48897.0,6,12000.0,11.01,0.25,3.0,529,1,0,0,0,0,1,0,0,1,0,0,1,0,0
25.0,1,37194.0,3,5000.0,11.86,0.13,4.0,629,1,0,0,0,1,0,0,0,1,0,0,1,0,0
23.0,0,47666.0,0,10000.0,15.2,0.21,4.0,706,0,1,1,0,0,0,0,0,1,0,1,0,0,0
23.0,0,205188.0,3,12000.0,11.11,0.06,2.0,545,1,0,0,0,1,0,0,0,1,0,0,0,1,0
22.0,0,51417.0,0,10000.0,12.42,0.19,4.0,666,0,0,1,0,0,0,0,0,1,0,0,1,0,0
24.0,0,102857.0,4,8000.0,15.57,0.08,4.0,632,0,0,1,0,0,0,0,1,0,0,0,0,0,0
26.0,0,157040.0,3,10000.0,6.03,0.06,3.0,694,0,0,0,0,0,0,0,0,0,0,0,0,1,0
23.0,0,94526.0,0,8100.0,7.29,0.09,2.0,565,0,0,0,0,1,0,0,0,1,0,0,1,0,0
25.0,0,73028.0,0,7000.0,10.36,0.1,3.0,642,0,0,0,0,0,1,0,0,1,0,0,1,0,0
22.0,1,40338.0,0,12500.0,14.26,0.31,4.0,557,1,0,0,0,0,0,0,0,0,0,0,0,0,1
24.0,0,35713.0,4,4000.0,9.96,0.11,3.0,657,0,1,1,0,0,0,0,0,1,0,0,1,0,0
24.0,0,92974.0,0,22000.0,9.25,0.24,4.0,666,0,0,0,0,1,0,0,0,1,0,0,0,1,0
22.0,0,66454.0,0,8000.0,11.01,0.12,2.0,679,1,0,1,0,0,0,0,1,0,1,0,0,0,0
24.0,0,66810.0,0,9600.0,11.01,0.14,3.0,644,0,0,1,0,0,0,0,0,0,1,0,0,0,0
24.0,0,79122.0,4,9000.0,7.29,0.11,3.0,575,1,0,0,0,0,1,0,1,0,0,0,0,1,0
22.0,1,52842.0,0,6000.0,7.74,0.11,4.0,606,1,0,1,0,0,0,0,1,0,1,0,0,0,0
22.0,0,38536.0,0,10000.0,12.73,0.26,2.0,653,0,1,0,0,0,1,0,0,1,0,0,0,0,0
25.0,1,129430.0,4,1000.0,7.4,0.01,4.0,613,1,0,0,0,1,0,0,0,0,1,0,0,0,0
22.0,1,42831.0,0,5700.0,12.99,0.13,2.0,686,1,0,0,0,1,0,0,0,1,1,0,0,0,0
23.0,0,58662.0,0,5000.0,10.08,0.09,3.0,693,0,0,1,0,0,0,0,1,0,1,0,0,0,0
25.0,1,64871.0,2,3000.0,13.99,0.05,4.0,583,0,0,0,0,1,0,0,0,1,0,0,0,0,0
24.0,1,63695.0,4,12000.0,14.83,0.19,3.0,588,1,0,0,0,1,0,0,0,0,0,0,0,0,1
21.0,1,15285.0,0,3250.0,15.68,0.21,2.0,707,0,1,0,0,1,0,0,0,0,0,0,0,0,0
22.0,1,44222.0,0,3250.0,7.75,0.07,2.0,614,0,0,0,0,0,0,0,1,0,0,0,0,1,0
24.0,0,119819.0,2,12000.0,6.03,0.1,4.0,675,0,0,0,0,0,1,0,0,0,0,0,0,0,0
25.0,1,24985.0,5,3500.0,10.28,0.14,3.0,607,1,0,0,0,0,0,0,0,1,0,0,1,0,0
25.0,0,40776.0,6,5500.0,11.01,0.13,2.0,652,1,0,0,0,0,0,0,0,1,0,0,0,1,0
22.0,1,87603.0,0,5000.0,6.54,0.06,2.0,592,1,0,0,0,0,1,0,0,0,0,0,1,0,0
22.0,1,55813.0,0,2500.0,18.64,0.04,4.0,674,0,1,1,0,0,0,0,0,1,0,0,0,0,1
